识别种类	实际种类
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZN		100ZN
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
10ZY		100ZY	100ZY_92_up_trans_G.txt
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
100ZY		100ZY
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FN		10FN
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10FY		10FY
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
100ZY		10ZN	10ZN_80_up_trans_G.txt
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZN		10ZN
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_105_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_108_down_trans_G.txt
100ZY		10ZY	10ZY_109_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_119_down_trans_G.txt
50ZY		10ZY	10ZY_120_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_126_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_136_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_159_down_trans_G.txt
100ZY		10ZY	10ZY_160_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_171_down_trans_G.txt
100ZY		10ZY	10ZY_172_down_trans_G.txt
10ZY		10ZY
100ZY		10ZY	10ZY_174_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_181_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_72_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_74_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_76_up_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
50ZY		10ZY	10ZY_78_up_trans_G.txt
10ZY		10ZY
10ZY		10ZY
100ZY		10ZY	10ZY_80_down_trans_G.txt
10ZY		10ZY
100ZY		10ZY	10ZY_81_down_trans_G.txt
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
10ZY		10ZY
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FN		20FN
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
100ZN		20FY	20FY_83_up_trans_G.txt
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20FY		20FY
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
100ZY		20ZN	20ZN_83_down_trans_G.txt
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZN		20ZN
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
100ZY		20ZY	20ZY_78_up_trans_G.txt
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
100ZY		20ZY	20ZY_80_up_trans_G.txt
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
10ZY		20ZY	20ZY_83_down_trans_G.txt
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
10ZY		20ZY	20ZY_86_up_trans_G.txt
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
50ZY		20ZY	20ZY_89_up_trans_G.txt
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
100ZY		20ZY	20ZY_94_up_trans_G.txt
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
20ZY		20ZY
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FN		50FN
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50FY		50FY
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZN		50ZN
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
50ZY		50ZY
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FN		5FN
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5FY		5FY
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZN		5ZN
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
100ZY		5ZY	5ZY_80_down_trans_G.txt
100ZY		5ZY	5ZY_80_up_trans_G.txt
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY
5ZY		5ZY

正确识别数：	1265
总数为：	1296
准确率为：	0.976
